Model / Part,Cores,Threads,Freq.,Turbo freq.,L2 cache,TDP (Watt),Socket,Category,FSB (MHz),L3 cache,L1 cache,launchDate,numCores,numThreads,baseClock,maxboostClock,allCoreBoostSpeed,L1Cache,L2Cache,L3Cache,processTech,PCIeVersion,PCIeLanes,defaultTDP,configTDP,tjMax,sysMemType,sysMemSpecs,memChannels,perSocketMemBW,graphicsCores,graphicsFreq,unlocked,platform,cpuSocket,socketCount,family,line,graphicsModel,thermalSolution
K6-2 AMD-K6-2/266AFR,1,1,266 MHz,,,,Socket 7,K6-2,66.0,,64KB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K6-2 AMD-K6 3D/300AFR,1,1,300 MHz,,,,Socket 7 / Super socket 7,K6-2,66.0,,64KB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K6-2 AMD-K6-2/300AFR,1,1,300 MHz,,,,Socket 7 / Super socket 7,K6-2,66.0,,64KB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K6-2 AMD-K6-2/300AFR-66,1,1,300 MHz,,,,Socket 7,K6-2,66.0,,64KB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K6-2 AMD-K6 3D/333AFR,1,1,333 MHz,,,,Socket 7 / Super socket 7,K6-2,66.0,,64KB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K6-2 AMD-K6-2/333AFR,1,1,333 MHz,,,,Socket 7 / Super socket 7,K6-2,66.0,,64KB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K6-2 AMD-K6-2/333AFR-66,1,1,333 MHz,,,,Socket 7,K6-2,66.0,,64KB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K6-2 AMD-K6-2/350AFQ,1,1,350 MHz,,,,Super socket 7,K6-2,100.0,,64KB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K6-2 AMD-K6-2/350AFR,1,1,350 MHz,,,,Super socket 7,K6-2,100.0,,64KB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K6-2 AMD-K6-2/366AFR,1,1,366 MHz,,,,Socket 7,K6-2,66.0,,64KB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K6-2 AMD-K6-2/380AFR,1,1,380 MHz,,,,Super socket 7,K6-2,95.0,,64KB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K6-2 AMD-K6-2/400AFQ,1,1,400 MHz,,,,Socket 7 / Super socket 7,K6-2,66.0,,64KB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K6-2 AMD-K6-2/400AFR,1,1,400 MHz,,,,Socket 7 / Super socket 7,K6-2,66.0,,64KB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K6-2 AMD-K6-2/400AHX,1,1,400 MHz,,,,Socket 7 / Super socket 7,K6-2,66.0,,64KB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K6-2 AMD-K6-2/450AFX,1,1,450 MHz,,,,Super socket 7,K6-2,100.0,,64KB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K6-2 AMD-K6-2/450AGX,1,1,450 MHz,,,,Super socket 7,K6-2,100.0,,64KB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K6-2 AMD-K6-2/450AHX,1,1,450 MHz,,,,Super socket 7,K6-2,100.0,,64KB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K6-2 AMD-K6-2/475AFX,1,1,475 MHz,,,,Super socket 7,K6-2,95.0,,64KB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K6-2 AMD-K6-2/475AHX,1,1,475 MHz,,,,Super socket 7,K6-2,95.0,,64KB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K6-2 AMD-K6-2/500AFX,1,1,500 MHz,,,,Super socket 7,K6-2,100.0,,64KB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K6-2 AMD-K6-2/500AHX,1,1,500 MHz,,,,Super socket 7,K6-2,100.0,,64KB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K6-2 AMD-K6-2/533AFX,1,1,533 MHz,,,,Super socket 7,K6-2,97.0,,64KB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K6-2 AMD-K6-2/550AFX,1,1,550 MHz,,,,Super socket 7,K6-2,100.0,,64KB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K6-2 AMD-K6-2/550AGR,1,1,550 MHz,,,,Super socket 7,K6-2,100.0,,64KB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K6-2+ AMD-K6-2+/450ACZ,1,1,450 MHz,,128KB,,Super socket 7,K6-2+,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K6-2+ AMD-K6-2+/450ACZM,1,1,450 MHz,,128KB,,Super socket 7,K6-2+,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K6-2+ AMD-K6-2+/450ADZM,1,1,450 MHz,,128KB,,Super socket 7,K6-2+,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K6-2+ AMD-K6-2+/475ACZ,1,1,475 MHz,,128KB,,Super socket 7,K6-2+,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K6-2+ AMD-K6-2+/475ACZM,1,1,475 MHz,,128KB,,Super socket 7,K6-2+,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K6-2+ AMD-K6-2+/500ACZ,1,1,500 MHz,,128KB,,Super socket 7,K6-2+,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K6-2+ AMD-K6-2+/500ACZM,1,1,500 MHz,,128KB,,Super socket 7,K6-2+,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K6-2+ AMD-K6-2+/533ACZ,1,1,533 MHz,,128KB,,Super socket 7,K6-2+,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K6-2+ AMD-K6-2+/533ACZM,1,1,533 MHz,,128KB,,Super socket 7,K6-2+,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K6-2+ AMD-K6-2+/550ACZ,1,1,550 MHz,,128KB,,Super socket 7,K6-2+,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K6-2+ AMD-K6-2+/570ACZ,1,1,570 MHz,,128KB,,Super socket 7,K6-2+,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K6-III AMD-K6-III/333AFR,1,1,333 MHz,,256KB,,Socket 7 / Super socket 7,K6-III,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K6-III AMD-K6-III/400AFR,1,1,400 MHz,,256KB,,Socket 7 / Super socket 7,K6-III,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K6-III AMD-K6-III/400AHX,1,1,400 MHz,,256KB,,Socket 7 / Super socket 7,K6-III,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K6-III AMD-K6-III/450AFX,1,1,450 MHz,,256KB,,Super socket 7,K6-III,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K6-III AMD-K6-III/450AHX,1,1,450 MHz,,256KB,,Super socket 7,K6-III,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K6-IIIE+ K6-III+/400ACR,1,1,400 MHz,,256KB,,Super socket 7,K6-IIIE+,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K6-IIIE+ K6-III+/400ATZ,1,1,400 MHz,,256KB,,Super socket 7,K6-IIIE+,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K6-IIIE+ K6-III+/400ICR,1,1,400 MHz,,256KB,,BGA349,K6-IIIE+,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K6-IIIE+ K6-III+/400ITZ,1,1,400 MHz,,256KB,,BGA349,K6-IIIE+,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K6-IIIE+ K6-III+/450ACR,1,1,450 MHz,,256KB,,Super socket 7,K6-IIIE+,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K6-IIIE+ K6-III+/450APZ,1,1,450 MHz,,256KB,,Super socket 7,K6-IIIE+,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K6-IIIE+ K6-III+/450ICR,1,1,450 MHz,,256KB,,BGA349,K6-IIIE+,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K6-IIIE+ K6-III+/500ACR,1,1,500 MHz,,256KB,,Super socket 7,K6-IIIE+,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K6-IIIE+ K6-III+/500ANZ,1,1,500 MHz,,256KB,,Super socket 7,K6-IIIE+,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K6-IIIE+ K6-III+/550ACR,1,1,550 MHz,,256KB,,Super socket 7,K6-IIIE+,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Athlon 4 AHM0850AVS3B,1,1,850 MHz,,256KB,,Socket 462,Mobile Athlon 4,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Athlon 4 AHM0900AVS3B,1,1,900 MHz,,256KB,,Socket 462,Mobile Athlon 4,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Athlon 4 AHM0950AVS3B,1,1,950 MHz,,256KB,,Socket 462,Mobile Athlon 4,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Athlon 4 AHM1000AUQ3B,1,1,1 GHz,,256KB,,Socket 462,Mobile Athlon 4,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Athlon 4 AHM1000AVS3B,1,1,1 GHz,,256KB,,Socket 462,Mobile Athlon 4,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Athlon 4 AHM1100AUQ3B,1,1,1.1 GHz,,256KB,,Socket 462,Mobile Athlon 4,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Athlon 4 AHM1100AVS3B,1,1,1.1 GHz,,256KB,,Socket 462,Mobile Athlon 4,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Athlon 4 AHM1200AHQ3B,1,1,1.2 GHz,,256KB,,Socket 462,Mobile Athlon 4,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Athlon 4 AHM1200AJS3B,1,1,1.2 GHz,,256KB,,Socket 462,Mobile Athlon 4,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Athlon 4 AHM1200AQQ3B,1,1,1.2 GHz,,256KB,,Socket 462,Mobile Athlon 4,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Athlon 4 1500+,1,1,1.3 GHz,,256KB,,Socket 462,Mobile Athlon 4,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Athlon 4 1600+,1,1,1.4 GHz,,256KB,,Socket 462,Mobile Athlon 4,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Athlon 64 2700+,1,1,1.6 GHz,,512KB,,Socket 754,Mobile Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Athlon 64 2700+,1,1,1.6 GHz,,512KB,,Socket 754,Mobile Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Athlon 64 2700+,1,1,1.6 GHz,,512KB,35.0,Socket 754,Mobile Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Athlon 64 2700+,1,1,1.6 GHz,,512KB,35.0,Socket 754,Mobile Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Athlon 64 2700+,1,1,1.6 GHz,,512KB,35.0,Socket 754,Mobile Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Athlon 64 2800+,1,1,1.6 GHz,,1MB,,Socket 754,Mobile Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Athlon 64 2800+,1,1,1.6 GHz,,1MB,62.0,Socket 754,Mobile Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Athlon 64 2800+,1,1,1.6 GHz,,1MB,62.0,Socket 754,Mobile Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Athlon 64 2800+,1,1,1.8 GHz,,512KB,35.0,Socket 754,Mobile Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Athlon 64 2800+,1,1,1.8 GHz,,512KB,35.0,Socket 754,Mobile Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Athlon 64 3000+,1,1,1.8 GHz,,1MB,62.0,Socket 754,Mobile Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Athlon 64 3000+,1,1,1.8 GHz,,1MB,62.0,Socket 754,Mobile Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Athlon 64 3000+,1,1,1.8 GHz,,1MB,62.0,Socket 754,Mobile Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Athlon 64 3000+,1,1,1.8 GHz,,1MB,81.5,Socket 754,Mobile Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Athlon 64 3000+,1,1,1.8 GHz,,1MB,81.5,Socket 754,Mobile Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Athlon 64 3000+,1,1,2 GHz,,512KB,,Socket 754,Mobile Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Athlon 64 3000+,1,1,2 GHz,,512KB,,Socket 754,Mobile Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Athlon 64 3000+,1,1,2 GHz,,512KB,35.0,Socket 754,Mobile Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Athlon 64 3000+,1,1,2 GHz,,512KB,35.0,Socket 754,Mobile Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Athlon 64 3200+,1,1,2 GHz,,1MB,62.0,Socket 754,Mobile Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Athlon 64 3200+,1,1,2 GHz,,1MB,62.0,Socket 754,Mobile Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Athlon 64 3200+,1,1,2 GHz,,1MB,62.0,Socket 754,Mobile Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Athlon 64 3200+,1,1,2 GHz,,1MB,81.5,Socket 754,Mobile Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Athlon 64 3200+,1,1,2 GHz,,1MB,81.5,Socket 754,Mobile Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Athlon 64 3400+,1,1,2.2 GHz,,1MB,62.0,Socket 754,Mobile Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Athlon 64 3400+,1,1,2.2 GHz,,1MB,62.0,Socket 754,Mobile Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Athlon 64 3400+,1,1,2.2 GHz,,1MB,81.5,Socket 754,Mobile Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Athlon 64 3400+,1,1,2.2 GHz,,1MB,81.5,Socket 754,Mobile Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Athlon 64 3700+,1,1,2.4 GHz,,1MB,62.0,Socket 754,Mobile Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Athlon 64 3700+,1,1,2.4 GHz,,1MB,81.5,Socket 754,Mobile Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Athlon 64 3700+,1,1,2.4 GHz,,1MB,,Socket 754,Mobile Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Athlon 64 4000+,1,1,2.6 GHz,,1MB,62.0,Socket 754,Mobile Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile K6-III+ AMD-K6-III+/450ACZ,1,1,450 MHz,,256KB,,Super socket 7,Mobile K6-III+,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile K6-III+ AMD-K6-III+/475ACZ,1,1,475 MHz,,256KB,,Super socket 7,Mobile K6-III+,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile K6-III+ AMD-K6-III+/500ACZ,1,1,500 MHz,,256KB,,Super socket 7,Mobile K6-III+,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Sempron 2100+,1,1,1 GHz,,256KB,8.0,Socket S1 (S1g1),Mobile Sempron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Sempron 2600+,1,1,1.6 GHz,,128KB,25.0,Socket 754,Mobile Sempron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Sempron 2600+,1,1,1.6 GHz,,128KB,25.0,Socket 754,Mobile Sempron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Sempron 2600+,1,1,1.6 GHz,,128KB,25.0,Socket 754,Mobile Sempron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Sempron 2600+,1,1,1.6 GHz,,128KB,62.0,Socket 754,Mobile Sempron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Sempron 2600+,1,1,1.6 GHz,,128KB,62.0,Socket 754,Mobile Sempron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Sempron 2600+,1,1,1.6 GHz,,128KB,62.0,Socket 754,Mobile Sempron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Sempron 2800+,1,1,1.6 GHz,,256KB,25.0,Socket 754,Mobile Sempron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Sempron 2800+,1,1,1.6 GHz,,256KB,25.0,Socket 754,Mobile Sempron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Sempron 2800+,1,1,1.6 GHz,,256KB,25.0,Socket 754,Mobile Sempron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Sempron 2800+,1,1,1.6 GHz,,256KB,62.0,Socket 754,Mobile Sempron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Sempron 2800+,1,1,1.6 GHz,,256KB,62.0,Socket 754,Mobile Sempron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Sempron 3000+,1,1,1.8 GHz,,128KB,25.0,Socket 754,Mobile Sempron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Sempron 3000+,1,1,1.8 GHz,,128KB,25.0,Socket 754,Mobile Sempron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Sempron 3000+,1,1,1.8 GHz,,128KB,62.0,Socket 754,Mobile Sempron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Sempron 3000+,1,1,1.8 GHz,,128KB,62.0,Socket 754,Mobile Sempron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Sempron 3000+,1,1,1.8 GHz,,128KB,62.0,Socket 754,Mobile Sempron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Sempron 3100+,1,1,1.8 GHz,,256KB,25.0,Socket 754,Mobile Sempron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Sempron 3100+,1,1,1.8 GHz,,256KB,25.0,Socket 754,Mobile Sempron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Sempron 3100+,1,1,1.8 GHz,,256KB,62.0,Socket 754,Mobile Sempron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Sempron 3100+,1,1,1.8 GHz,,256KB,62.0,Socket 754,Mobile Sempron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Sempron 3200+,1,1,1.6 GHz,,512KB,25.0,Socket S1 (S1g1),Mobile Sempron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Sempron 3300+,1,1,2 GHz,,128KB,25.0,Socket 754,Mobile Sempron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Sempron 3300+,1,1,2 GHz,,128KB,62.0,Socket 754,Mobile Sempron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Sempron 3300+,1,1,2 GHz,,128KB,62.0,Socket 754,Mobile Sempron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Sempron 3400+,1,1,1.8 GHz,,256KB,25.0,Socket S1 (S1g1),Mobile Sempron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Sempron 3400+,1,1,2 GHz,,256KB,25.0,Socket 754,Mobile Sempron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Sempron 3400+,1,1,2 GHz,,256KB,62.0,Socket 754,Mobile Sempron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Sempron 3500+,1,1,1.8 GHz,,512KB,25.0,Socket S1 (S1g1),Mobile Sempron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Sempron 3600+,1,1,2 GHz,,256KB,25.0,Socket S1 (S1g1),Mobile Sempron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Sempron 3600+,1,1,2 GHz,,256KB,25.0,Socket S1 (S1g1),Mobile Sempron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Sempron 3600+,1,1,2.2 GHz,,128KB,62.0,Socket 754,Mobile Sempron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Sempron 3700+,1,1,2 GHz,,512KB,25.0,Socket S1 (S1g1),Mobile Sempron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Sempron 3700+,1,1,2 GHz,,512KB,25.0,Socket S1 (S1g1),Mobile Sempron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Sempron 3800+,1,1,2.2 GHz,,256KB,31.0,Socket S1 (S1g1),Mobile Sempron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Sempron 3800+,1,1,2.2 GHz,,256KB,31.0,Socket S1 (S1g1),Mobile Sempron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Sempron 4000+,1,1,2.2 GHz,,512KB,31.0,Socket S1 (S1g1),Mobile Sempron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Sempron NI-52,2,2,1.8 GHz,,512KB,35.0,Socket S1 (S1g2),Mobile Sempron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Sempron SI-40,1,1,2 GHz,,512KB,25.0,Socket S1 (S1g2),Mobile Sempron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Sempron SI-42,1,1,2.1 GHz,,512KB,25.0,Socket S1 (S1g2),Mobile Sempron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 140,1,1,1.4 GHz,,1MB,82.1,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 140,1,1,1.4 GHz,,1MB,82.1,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 140,1,1,1.4 GHz,,1MB,84.7,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 140 EE,1,1,1.4 GHz,,1MB,30.0,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 142,1,1,1.6 GHz,,1MB,82.1,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 142,1,1,1.6 GHz,,1MB,82.1,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 142,1,1,1.6 GHz,,1MB,84.7,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 142,1,1,1.6 GHz,,1MB,89.0,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 144,1,1,1.8 GHz,,1MB,67.0,Socket 939,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 144,1,1,1.8 GHz,,1MB,82.1,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 144,1,1,1.8 GHz,,1MB,82.1,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 144,1,1,1.8 GHz,,1MB,84.7,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 144,1,1,1.8 GHz,,1MB,84.7,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 144,1,1,1.8 GHz,,1MB,89.0,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 144 EE,1,1,1.8 GHz,,1MB,30.0,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 146,1,1,2 GHz,,1MB,67.0,Socket 939,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 146,1,1,2 GHz,,1MB,89.0,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 146,1,1,2 GHz,,1MB,89.0,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 146,1,1,2 GHz,,1MB,89.0,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 146 HE,1,1,2 GHz,,1MB,55.0,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 148,1,1,2.2 GHz,,1MB,85.3,Socket 939,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 148,1,1,2.2 GHz,,1MB,89.0,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 148,1,1,2.2 GHz,,1MB,89.0,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 148,1,1,2.2 GHz,,1MB,89.0,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 148 HE,1,1,2.2 GHz,,1MB,54.7,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 150,1,1,2.4 GHz,,1MB,85.3,Socket 939,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 150,1,1,2.4 GHz,,1MB,89.0,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 150,1,1,2.4 GHz,,1MB,89.0,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 152,1,1,2.6 GHz,,1MB,92.6,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 152,1,1,2.6 GHz,,1MB,104.0,Socket 939,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
