Model / Part,Cores,Threads,Freq.,Turbo freq.,FSB (MHz),L2 cache,TDP (Watt),Socket,Category,L3 cache,L1 cache,releaseDate,cores,threads,maxTurboClock,baseClock,cache,cacheInfo,TDP,lith,status,integratedG
Core i7-3689Y,2,4,1.5 GHz,2.6 GHz,,512KB,13.0,BGA1023,Core i7 Mobile,4MB,,2013.0,2.0,4.0,2.6,1.5,13.0,,4.0,22.0,Discontinued,Intel HD 4000 Graphics
Core i7-3720QM,4,8,2.6 GHz,3.6 GHz,,1MB,45.0,BGA1224,Core i7 Mobile,6MB,,2012.0,4.0,8.0,3.6,2.6,45.0,Intel Smart Cache,6.0,22.0,Discontinued,Intel HD 4000 Graphics
Core i7-3720QM,4,8,2.6 GHz,3.6 GHz,,1MB,45.0,Socket G2,Core i7 Mobile,6MB,,2012.0,4.0,8.0,3.6,2.6,45.0,Intel Smart Cache,6.0,22.0,Discontinued,Intel HD 4000 Graphics
Core i7-3740QM,4,8,2.7 GHz,3.7 GHz,,1MB,45.0,BGA1224,Core i7 Mobile,6MB,,2012.0,4.0,8.0,3.7,2.7,45.0,Intel Smart Cache,6.0,22.0,Discontinued,Intel HD 4000 Graphics
Core i7-3740QM,4,8,2.7 GHz,3.7 GHz,,1MB,45.0,Socket G2,Core i7 Mobile,6MB,,2012.0,4.0,8.0,3.7,2.7,45.0,Intel Smart Cache,6.0,22.0,Discontinued,Intel HD 4000 Graphics
Core i7-3820QM,4,8,2.7 GHz,3.7 GHz,,1MB,45.0,BGA1224,Core i7 Mobile,8MB,,2012.0,4.0,8.0,3.7,2.7,45.0,Intel Smart Cache,8.0,22.0,Discontinued,Intel HD 4000 Graphics
Core i7-3820QM,4,8,2.7 GHz,3.7 GHz,,1MB,45.0,Socket G2,Core i7 Mobile,8MB,,2012.0,4.0,8.0,3.7,2.7,45.0,Intel Smart Cache,8.0,22.0,Discontinued,Intel HD 4000 Graphics
Core i7-3840QM,4,8,2.8 GHz,3.8 GHz,,1MB,45.0,BGA1224,Core i7 Mobile,8MB,,2012.0,4.0,8.0,3.8,2.8,45.0,Intel Smart Cache,8.0,22.0,Discontinued,Intel HD 4000 Graphics
Core i7-3840QM,4,8,2.8 GHz,3.8 GHz,,1MB,45.0,Socket G2,Core i7 Mobile,8MB,,2012.0,4.0,8.0,3.8,2.8,45.0,Intel Smart Cache,8.0,22.0,Discontinued,Intel HD 4000 Graphics
Core i7-4500U,2,4,1.8 GHz,3 GHz,,512KB,15.0,BGA1168,Core i7 Mobile,4MB,,2013.0,2.0,4.0,3.0,1.8,15.0,Intel Smart Cache,4.0,22.0,Discontinued,Intel HD 4400 Graphics
Core i7-4510U,2,4,2 GHz,3.1 GHz,,512KB,15.0,BGA1168,Core i7 Mobile,4MB,,2014.0,2.0,4.0,3.1,2.0,15.0,Intel Smart Cache,4.0,22.0,Discontinued,Intel HD 4400 Graphics
Core i7-4550U,2,4,1.5 GHz,3 GHz,,512KB,15.0,BGA1168,Core i7 Mobile,4MB,,2013.0,2.0,4.0,3.0,1.5,15.0,Intel Smart Cache,4.0,22.0,Discontinued,Intel HD 5000 Graphics
Core i7-4558U,2,4,2.8 GHz,3.3 GHz,,512KB,28.0,BGA1168,Core i7 Mobile,4MB,,2013.0,2.0,4.0,3.3,2.8,28.0,Intel Smart Cache,4.0,22.0,Discontinued,Intel Iris 5100 Graphics
Core i7-4578U,2,4,3 GHz,3.5 GHz,,512KB,28.0,BGA1168,Core i7 Mobile,4MB,,2014.0,2.0,4.0,3.5,3.0,28.0,,4.0,22.0,Discontinued,Intel Iris 5100 Graphics
Core i7-4600M,2,4,2.9 GHz,3.6 GHz,,512KB,37.0,Socket G3,Core i7 Mobile,4MB,,2013.0,2.0,4.0,3.6,2.9,37.0,Intel Smart Cache,4.0,22.0,Discontinued,Intel HD 4600 Graphics
Core i7-4600U,2,4,2.1 GHz,3.3 GHz,,512KB,15.0,BGA1168,Core i7 Mobile,4MB,,2013.0,2.0,4.0,3.3,2.1,15.0,Intel Smart Cache,4.0,22.0,Discontinued,Intel HD 4400 Graphics
Core i7-4610M,2,4,3 GHz,3.7 GHz,,512KB,37.0,Socket G3,Core i7 Mobile,4MB,,2014.0,2.0,4.0,3.7,3.0,37.0,Intel Smart Cache,4.0,22.0,Discontinued,Intel HD 4600 Graphics
Core i7-4610Y,2,4,1.7 GHz,2.9 GHz,,512KB,11.5,BGA1168,Core i7 Mobile,4MB,,2013.0,2.0,4.0,2.9,1.7,11.5,Intel Smart Cache,4.0,22.0,Discontinued,Intel HD 4200 Graphics
Core i7-4650U,2,4,1.7 GHz,3.3 GHz,,512KB,15.0,BGA1168,Core i7 Mobile,4MB,,2013.0,2.0,4.0,3.3,1.7,15.0,Intel Smart Cache,4.0,22.0,Launched,Intel HD 5000 Graphics
Core i7-4700EC,4,8,2.7 GHz,,,1MB,43.0,BGA1364,Core i7 Mobile,8MB,,2014.0,4.0,8.0,,2.7,43.0,Intel Smart Cache,8.0,22.0,Launched,
Core i7-4700EQ,4,8,2.4 GHz,3.4 GHz,,1MB,47.0,BGA1364,Core i7 Mobile,6MB,,2013.0,4.0,8.0,3.4,2.4,47.0,Intel Smart Cache,6.0,22.0,Launched,Intel HD 4600 Graphics
Core i7-4700HQ,4,8,2.4 GHz,3.4 GHz,,1MB,47.0,BGA1364,Core i7 Mobile,6MB,,2013.0,4.0,8.0,3.4,2.4,47.0,Intel Smart Cache,6.0,22.0,Discontinued,Intel HD 4600 Graphics
Core i7-4700MQ,4,8,2.4 GHz,3.4 GHz,,1MB,47.0,Socket G3,Core i7 Mobile,6MB,,2013.0,4.0,8.0,3.4,2.4,47.0,Intel Smart Cache,6.0,22.0,Discontinued,Intel HD 4600 Graphics
Core i7-4701EQ,4,8,2.4 GHz,3.4 GHz,,1MB,47.0,BGA1364,Core i7 Mobile,6MB,,,,,,,,,,,,
Core i7-4702EC,4,8,2 GHz,,,1MB,27.0,BGA1364,Core i7 Mobile,8MB,,2014.0,4.0,8.0,,2.0,27.0,Intel Smart Cache,8.0,22.0,Launched,
Core i7-4702HQ,4,8,2.2 GHz,3.2 GHz,,1MB,37.0,BGA1364,Core i7 Mobile,6MB,,2013.0,4.0,8.0,3.2,2.2,37.0,Intel Smart Cache,6.0,22.0,Discontinued,Intel HD 4600 Graphics
Core i7-4702MQ,4,8,2.2 GHz,3.2 GHz,,1MB,37.0,Socket G3,Core i7 Mobile,6MB,,2013.0,4.0,8.0,3.2,2.2,37.0,Intel Smart Cache,6.0,22.0,Discontinued,Intel HD 4600 Graphics
Core i7-4710HQ,4,8,2.5 GHz,3.5 GHz,,1MB,47.0,BGA1364,Core i7 Mobile,6MB,,2014.0,4.0,8.0,3.5,2.5,47.0,Intel Smart Cache,6.0,22.0,Discontinued,Intel HD 4600 Graphics
Core i7-4710MQ,4,8,2.5 GHz,3.5 GHz,,1MB,47.0,Socket G3,Core i7 Mobile,6MB,,2014.0,4.0,8.0,3.5,2.5,47.0,Intel Smart Cache,6.0,22.0,Discontinued,Intel HD 4600 Graphics
Core i7-4712HQ,4,8,2.3 GHz,3.3 GHz,,1MB,37.0,BGA1364,Core i7 Mobile,6MB,,2014.0,4.0,8.0,3.3,2.3,37.0,Intel Smart Cache,6.0,22.0,Discontinued,Intel HD 4600 Graphics
Core i7-4712MQ,4,8,2.3 GHz,3.3 GHz,,1MB,37.0,Socket G3,Core i7 Mobile,6MB,,2014.0,4.0,8.0,3.3,2.3,37.0,Intel Smart Cache,6.0,22.0,Discontinued,Intel HD 4600 Graphics
Core i7-4720HQ,4,8,2.6 GHz,3.6 GHz,,1MB,47.0,BGA1364,Core i7 Mobile,6MB,,2015.0,4.0,8.0,3.6,2.6,47.0,,6.0,22.0,Discontinued,Intel HD 4600 Graphics
Core i7-4722HQ,4,8,2.4 GHz,3.4 GHz,,1MB,37.0,BGA1364,Core i7 Mobile,6MB,,2015.0,4.0,8.0,3.4,2.4,37.0,,6.0,22.0,Discontinued,Intel HD 4600 Graphics
Core i7-4750HQ,4,8,2 GHz,3.2 GHz,,1MB,47.0,BGA1364,Core i7 Mobile,6MB,,2013.0,4.0,8.0,3.2,2.0,47.0,Intel Smart Cache,6.0,22.0,Discontinued,Intel Iris Pro 5200 Graphics
Core i7-4760HQ,4,8,2.1 GHz,3.3 GHz,,1MB,47.0,BGA1364,Core i7 Mobile,6MB,,2014.0,4.0,8.0,3.3,2.1,47.0,Intel Smart Cache,6.0,22.0,Discontinued,Intel Iris Pro 5200 Graphics
Core i7-4770HQ,4,8,2.2 GHz,3.4 GHz,,1MB,47.0,BGA1364,Core i7 Mobile,6MB,,2014.0,4.0,8.0,3.4,2.2,47.0,,6.0,22.0,Discontinued,Intel Iris Pro 5200 Graphics
Core i7-4800MQ,4,8,2.7 GHz,3.7 GHz,,1MB,47.0,Socket G3,Core i7 Mobile,6MB,,2013.0,4.0,8.0,3.7,2.7,47.0,Intel Smart Cache,6.0,22.0,Discontinued,Intel HD 4600 Graphics
Core i7-4810MQ,4,8,2.8 GHz,3.8 GHz,,1MB,47.0,Socket G3,Core i7 Mobile,6MB,,2014.0,4.0,8.0,3.8,2.8,47.0,Intel Smart Cache,6.0,22.0,Discontinued,Intel HD 4600 Graphics
Core i7-4850EQ,4,8,1.6 GHz,3.2 GHz,,1MB,47.0,BGA1364,Core i7 Mobile,6MB,,,,,,,,,,,,
Core i7-4850HQ,4,8,2.3 GHz,3.5 GHz,,1MB,47.0,BGA1364,Core i7 Mobile,6MB,,2013.0,4.0,8.0,3.5,2.3,47.0,Intel Smart Cache,6.0,22.0,Discontinued,Intel Iris Pro 5200 Graphics
Core i7-4860EQ,4,8,1.8 GHz,3.2 GHz,,1MB,47.0,BGA1364,Core i7 Mobile,6MB,,,,,,,,,,,,
Core i7-4860HQ,4,8,2.4 GHz,3.6 GHz,,1MB,47.0,BGA1364,Core i7 Mobile,6MB,,2014.0,4.0,8.0,3.6,2.4,47.0,Intel Smart Cache,6.0,22.0,Discontinued,Intel Iris Pro 5200 Graphics
Core i7-4870HQ,4,8,2.5 GHz,3.7 GHz,,1MB,47.0,BGA1364,Core i7 Mobile,6MB,,2014.0,4.0,8.0,3.7,2.5,47.0,,6.0,22.0,Discontinued,Intel Iris Pro 5200 Graphics
Core i7-4900MQ,4,8,2.8 GHz,3.8 GHz,,1MB,47.0,Socket G3,Core i7 Mobile,8MB,,2013.0,4.0,8.0,3.8,2.8,47.0,Intel Smart Cache,8.0,22.0,Discontinued,Intel HD 4600 Graphics
Core i7-4910MQ,4,8,2.9 GHz,3.9 GHz,,1MB,47.0,Socket G3,Core i7 Mobile,8MB,,2014.0,4.0,8.0,3.9,2.9,47.0,Intel Smart Cache,8.0,22.0,Discontinued,Intel HD 4600 Graphics
Core i7-4950HQ,4,8,2.4 GHz,3.6 GHz,,1MB,47.0,BGA1364,Core i7 Mobile,6MB,,2013.0,4.0,8.0,3.6,2.4,47.0,Intel Smart Cache,6.0,22.0,Discontinued,Intel Iris Pro 5200 Graphics
Core i7-4960HQ,4,8,2.6 GHz,3.8 GHz,,1MB,47.0,BGA1364,Core i7 Mobile,6MB,,2013.0,4.0,8.0,3.8,2.6,47.0,Intel Smart Cache,6.0,22.0,Discontinued,Intel Iris Pro 5200 Graphics
Core i7-4980HQ,4,8,2.8 GHz,4 GHz,,1MB,47.0,BGA1364,Core i7 Mobile,6MB,,2014.0,4.0,8.0,4.0,2.8,47.0,,6.0,22.0,Discontinued,Intel Iris Pro 5200 Graphics
Core i7-5500DU,2,4,2.4 GHz,,,512KB,,BGA1168,Core i7 Mobile,4MB,,,,,,,,,,,,
Core i7-5500U,2,4,2.4 GHz,3 GHz,,512KB,15.0,BGA1168,Core i7 Mobile,4MB,,2015.0,2.0,4.0,3.0,2.4,15.0,,4.0,14.0,Discontinued,Intel HD 5500 Graphics
Core i7-5550U,2,4,2 GHz,3 GHz,,512KB,15.0,BGA1168,Core i7 Mobile,4MB,,2015.0,2.0,4.0,3.0,2.0,15.0,Intel Smart Cache,4.0,14.0,Discontinued,Intel HD 6000 Graphics
Core i7-5557U,2,4,3.1 GHz,3.4 GHz,,512KB,28.0,BGA1168,Core i7 Mobile,4MB,,2015.0,2.0,4.0,3.4,3.1,28.0,,4.0,14.0,Discontinued,Intel Iris 6100 Graphics
Core i7-5600U,2,4,2.6 GHz,3.1 GHz,,512KB,15.0,BGA1168,Core i7 Mobile,4MB,,2015.0,2.0,4.0,3.2,2.6,15.0,,4.0,14.0,Discontinued,Intel HD 5500 Graphics
Core i7-5650U,2,4,2.2 GHz,3.1 GHz,,512KB,15.0,BGA1168,Core i7 Mobile,4MB,,2015.0,2.0,4.0,3.1,2.2,15.0,,4.0,14.0,Launched,Intel HD 6000 Graphics
Core i7-5700EQ,4,8,2.6 GHz,3.4 GHz,,1MB,47.0,BGA1364,Core i7 Mobile,6MB,,2015.0,4.0,8.0,3.4,2.6,47.0,Intel Smart Cache,6.0,14.0,Launched,Intel Iris Pro 6200 Graphics
Core i7-5700HQ,4,8,2.7 GHz,3.5 GHz,,1MB,47.0,BGA1364,Core i7 Mobile,6MB,,2015.0,4.0,8.0,3.5,2.7,47.0,,6.0,14.0,Discontinued,Intel Iris Pro 6200 Graphics
Core i7-5750HQ,4,8,2.5 GHz,3.4 GHz,,1MB,47.0,BGA1364,Core i7 Mobile,6MB,,2015.0,4.0,8.0,3.4,2.5,47.0,,6.0,14.0,Discontinued,Intel Iris Pro 6200 Graphics
Core i7-5850EQ,4,8,2.7 GHz,3.4 GHz,,1MB,47.0,BGA1364,Core i7 Mobile,6MB,,2015.0,4.0,8.0,3.4,2.7,47.0,Intel Smart Cache,6.0,14.0,Launched,Intel Iris Pro 6200 Graphics
Core i7-5850HQ,4,8,2.7 GHz,3.6 GHz,,1MB,47.0,BGA1364,Core i7 Mobile,6MB,,2015.0,4.0,8.0,3.6,2.7,47.0,,6.0,14.0,Discontinued,Intel Iris Pro 6200 Graphics
Core i7-5950HQ,4,8,2.9 GHz,3.8 GHz,,1MB,47.0,BGA1364,Core i7 Mobile,6MB,,2015.0,4.0,8.0,3.8,2.9,47.0,,6.0,14.0,Discontinued,Intel Iris Pro 6200 Graphics
Core i7-610E,2,4,2.533 GHz,3.2 GHz,,512KB,35.0,BGA1288,Core i7 Mobile,4MB,,2010.0,2.0,4.0,3.2,2.53,35.0,Intel Smart Cache,4.0,32.0,Discontinued,Intel HD Graphics for Previous Gen Intel Processors
Core i7-620LE,2,4,2 GHz,2.8 GHz,,512KB,25.0,BGA1288,Core i7 Mobile,4MB,,2010.0,2.0,4.0,2.8,2.0,25.0,Intel Smart Cache,4.0,32.0,Discontinued,Yes (Name Unknown)
Core i7-620LM,2,4,2 GHz,2.8 GHz,,512KB,25.0,BGA1288,Core i7 Mobile,4MB,,2010.0,2.0,4.0,2.8,2.0,25.0,Intel Smart Cache,4.0,32.0,Discontinued,Intel HD Graphics for Previous Gen Intel Processors
Core i7-620M,2,4,2.667 GHz,3.333 GHz,,512KB,35.0,BGA1288,Core i7 Mobile,4MB,,2010.0,2.0,4.0,3.33,2.66,35.0,Intel Smart Cache,4.0,32.0,Discontinued,Intel HD Graphics for Previous Gen Intel Processors
Core i7-620M,2,4,2.667 GHz,3.333 GHz,,512KB,35.0,Socket G1,Core i7 Mobile,4MB,,2010.0,2.0,4.0,3.33,2.66,35.0,Intel Smart Cache,4.0,32.0,Discontinued,Intel HD Graphics for Previous Gen Intel Processors
Core i7-620UE,2,4,1.067 GHz,2.133 GHz,,512KB,18.0,BGA1288,Core i7 Mobile,4MB,,2010.0,2.0,4.0,2.13,1.06,18.0,Intel Smart Cache,4.0,32.0,Discontinued,Yes (Name Unknown)
Core i7-620UM,2,4,1.067 GHz,2.133 GHz,,512KB,18.0,BGA1288,Core i7 Mobile,4MB,,2010.0,2.0,4.0,2.13,1.06,18.0,Intel Smart Cache,4.0,32.0,Discontinued,Intel HD Graphics for Previous Gen Intel Processors
Core i7-640LM,2,4,2.133 GHz,2.933 GHz,,512KB,25.0,BGA1288,Core i7 Mobile,4MB,,2010.0,2.0,4.0,2.93,2.13,25.0,Intel Smart Cache,4.0,32.0,Discontinued,Intel HD Graphics for Previous Gen Intel Processors
Core i7-640M,2,4,2.8 GHz,3.467 GHz,,512KB,35.0,BGA1288,Core i7 Mobile,4MB,,2010.0,2.0,4.0,3.46,2.8,35.0,Intel Smart Cache,4.0,32.0,Discontinued,Intel HD Graphics for Previous Gen Intel Processors
Core i7-640M,2,4,2.8 GHz,3.467 GHz,,512KB,35.0,Socket G1,Core i7 Mobile,4MB,,2010.0,2.0,4.0,3.46,2.8,35.0,Intel Smart Cache,4.0,32.0,Discontinued,Intel HD Graphics for Previous Gen Intel Processors
Core i7-640UM,2,4,1.2 GHz,2.267 GHz,,512KB,18.0,BGA1288,Core i7 Mobile,4MB,,2010.0,2.0,4.0,2.27,1.2,18.0,Intel Smart Cache,4.0,32.0,Discontinued,Intel HD Graphics for Previous Gen Intel Processors
Core i7-6498DU,2,4,2.5 GHz,3.1 GHz,,512KB,15.0,BGA1356,Core i7 Mobile,4MB,,,,,,,,,,,,
Core i7-6500U,2,4,2.5 GHz,3.1 GHz,,512KB,15.0,BGA1356,Core i7 Mobile,4MB,,2015.0,2.0,4.0,3.1,2.5,15.0,Intel Smart Cache,4.0,14.0,Discontinued,Intel HD 520 Graphics
Core i7-6560U,2,4,2.2 GHz,3.2 GHz,,512KB,15.0,BGA1356,Core i7 Mobile,4MB,,2015.0,2.0,4.0,3.2,2.2,15.0,Intel Smart Cache,4.0,14.0,Discontinued,Intel Iris 540 Graphics
Core i7-6567U,2,4,3.3 GHz,3.6 GHz,,512KB,28.0,BGA1356,Core i7 Mobile,4MB,,2015.0,2.0,4.0,3.6,3.3,28.0,Intel Smart Cache,4.0,14.0,Discontinued,Intel Iris 550 Graphics
Core i7-6600U,2,4,2.6 GHz,3.4 GHz,,512KB,15.0,BGA1356,Core i7 Mobile,4MB,,2015.0,2.0,4.0,3.4,2.6,15.0,Intel Smart Cache,4.0,14.0,Launched,Intel HD 520 Graphics
Core i7-660LM,2,4,2.267 GHz,3.067 GHz,,512KB,25.0,BGA1288,Core i7 Mobile,4MB,,2010.0,2.0,4.0,3.06,2.26,25.0,Intel Smart Cache,4.0,32.0,Discontinued,Intel HD Graphics for Previous Gen Intel Processors
Core i7-660UE,2,4,1.333 GHz,2.4 GHz,,512KB,18.0,BGA1288,Core i7 Mobile,4MB,,2010.0,2.0,4.0,2.4,1.33,18.0,,4.0,32.0,Discontinued,Intel HD Graphics for Previous Gen Intel Processors
Core i7-660UM,2,4,1.333 GHz,2.4 GHz,,512KB,18.0,BGA1288,Core i7 Mobile,4MB,,2010.0,2.0,4.0,2.4,1.33,18.0,Intel Smart Cache,4.0,32.0,Discontinued,Intel HD Graphics for Previous Gen Intel Processors
Core i7-6650U,2,4,2.2 GHz,3.4 GHz,,512KB,15.0,BGA1356,Core i7 Mobile,4MB,,2015.0,2.0,4.0,3.4,2.2,15.0,Intel Smart Cache,4.0,14.0,Discontinued,Intel Iris 540 Graphics
Core i7-6660U,2,4,2.4 GHz,3.4 GHz,,512KB,15.0,BGA1356,Core i7 Mobile,4MB,,2016.0,2.0,4.0,3.4,2.4,15.0,Intel Smart Cache,4.0,14.0,Discontinued,Intel Iris 540 Graphics
Core i7-6700HQ,4,8,2.6 GHz,3.5 GHz,,1MB,45.0,BGA1440,Core i7 Mobile,6MB,,2015.0,4.0,8.0,3.5,2.6,45.0,Intel Smart Cache,6.0,14.0,Discontinued,Intel HD 530 Graphics
Core i7-6770HQ,4,8,2.6 GHz,3.5 GHz,,1MB,45.0,BGA1440,Core i7 Mobile,6MB,,2016.0,4.0,8.0,3.5,2.6,45.0,Intel Smart Cache,6.0,14.0,Discontinued,Intel Iris Pro 580 Graphics
Core i7-680UM,2,4,1.467 GHz,2.533 GHz,,512KB,18.0,BGA1288,Core i7 Mobile,4MB,,2010.0,2.0,4.0,2.53,1.46,18.0,Intel Smart Cache,4.0,32.0,Discontinued,Intel HD Graphics for Previous Gen Intel Processors
Core i7-6820EQ,4,8,2.8 GHz,3.5 GHz,,1MB,45.0,BGA1440,Core i7 Mobile,8MB,,2015.0,4.0,8.0,3.5,2.8,45.0,Intel Smart Cache,8.0,14.0,Launched,Intel HD 530 Graphics
Core i7-6820HK,4,8,2.7 GHz,3.6 GHz,,1MB,45.0,BGA1440,Core i7 Mobile,8MB,,2015.0,4.0,8.0,3.6,2.7,45.0,Intel Smart Cache,8.0,14.0,Discontinued,Intel HD 530 Graphics
Core i7-6820HQ,4,8,2.7 GHz,3.6 GHz,,1MB,45.0,BGA1440,Core i7 Mobile,8MB,,2015.0,4.0,8.0,3.6,2.7,45.0,Intel Smart Cache,8.0,14.0,Discontinued,Intel HD 530 Graphics
Core i7-6822EQ,4,8,2 GHz,2.8 GHz,,1MB,25.0,BGA1440,Core i7 Mobile,8MB,,2015.0,4.0,8.0,2.8,2.0,25.0,Intel Smart Cache,8.0,14.0,Launched,Intel HD 530 Graphics
Core i7-6870HQ,4,8,2.7 GHz,3.6 GHz,,1MB,45.0,BGA1440,Core i7 Mobile,8MB,,2016.0,4.0,8.0,3.6,2.7,45.0,Intel Smart Cache,8.0,14.0,Discontinued,Intel Iris Pro 580 Graphics
Core i7-6920HQ,4,8,2.9 GHz,3.8 GHz,,1MB,45.0,BGA1440,Core i7 Mobile,8MB,,2015.0,4.0,8.0,3.8,2.9,45.0,Intel Smart Cache,8.0,14.0,Discontinued,Intel HD 530 Graphics
Core i7-6970HQ,4,8,2.8 GHz,3.7 GHz,,1MB,45.0,BGA1440,Core i7 Mobile,8MB,,2016.0,4.0,8.0,3.7,2.8,45.0,Intel Smart Cache,8.0,14.0,Discontinued,Intel Iris Pro 580 Graphics
Core i7-720QM,4,8,1.6 GHz,2.8 GHz,,1MB,45.0,Socket G1,Core i7 Mobile,6MB,,2009.0,4.0,8.0,2.8,1.6,45.0,Intel Smart Cache,6.0,45.0,Discontinued,
Core i7-740QM,4,8,1.733 GHz,2.933 GHz,,1MB,45.0,Socket G1,Core i7 Mobile,6MB,,2010.0,4.0,8.0,2.93,1.73,45.0,Intel Smart Cache,6.0,45.0,Discontinued,
Core i7-7500U,2,4,2.7 GHz,3.5 GHz,,512KB,15.0,BGA1356,Core i7 Mobile,4MB,,2016.0,2.0,4.0,3.5,2.7,15.0,Intel Smart Cache,4.0,14.0,Launched,Intel HD 620 Graphics
Core i7-7510U (1),2,4,2.7 GHz,3.7 GHz,,512KB,15.0,BGA1356,Core i7 Mobile,4MB,,,,,,,,,,,,
Core i7-7560U,2,4,2.4 GHz,3.8 GHz,,512KB,15.0,BGA1356,Core i7 Mobile,4MB,,2017.0,2.0,4.0,3.8,2.4,15.0,,4.0,14.0,Launched,Intel Iris Plus 640 Graphics
Core i7-7567U,2,4,3.5 GHz,4 GHz,,512KB,28.0,BGA1356,Core i7 Mobile,4MB,,2017.0,2.0,4.0,4.0,3.5,28.0,,4.0,14.0,Launched,Intel Iris Plus 650 Graphics
Core i7-7600U,2,4,2.8 GHz,3.9 GHz,,512KB,15.0,BGA1356,Core i7 Mobile,4MB,,2017.0,2.0,4.0,3.9,2.8,15.0,Intel Smart Cache,4.0,14.0,Launched,Intel HD 620 Graphics
Core i7-7660U,2,4,2.5 GHz,4 GHz,,512KB,15.0,BGA1356,Core i7 Mobile,4MB,,2017.0,2.0,4.0,4.0,2.5,15.0,,4.0,14.0,Launched,Intel Iris Plus 640 Graphics
Core i7-7700HQ,4,8,2.8 GHz,3.8 GHz,,1MB,45.0,BGA1440,Core i7 Mobile,6MB,,2017.0,4.0,8.0,3.8,2.8,45.0,,6.0,14.0,Launched,Intel HD 630 Graphics
Core i7-7820EQ,4,8,3 GHz,3.7 GHz,,1MB,45.0,BGA1440,Core i7 Mobile,8MB,,2017.0,4.0,8.0,3.7,3.0,45.0,,8.0,14.0,Launched,Intel HD 630 Graphics
Core i7-7820HK,4,8,2.9 GHz,3.9 GHz,,1MB,45.0,BGA1440,Core i7 Mobile,8MB,,2017.0,4.0,8.0,3.9,2.9,45.0,,8.0,14.0,Launched,Intel HD 630 Graphics
Core i7-7820HQ,4,8,2.9 GHz,3.9 GHz,,1MB,45.0,BGA1440,Core i7 Mobile,8MB,,2017.0,4.0,8.0,3.9,2.9,45.0,,8.0,14.0,Launched,Intel HD 630 Graphics
Core i7-7920HQ,4,8,3.1 GHz,4.1 GHz,,1MB,45.0,BGA1440,Core i7 Mobile,8MB,,2017.0,4.0,8.0,4.1,3.1,45.0,,8.0,14.0,Launched,Intel HD 630 Graphics
Core i7-7Y75,2,4,1.3 GHz,3.6 GHz,,512KB,4.5,BGA1515,Core i7 Mobile,4MB,,2016.0,2.0,4.0,3.6,1.3,4.5,Intel Smart Cache,4.0,14.0,Launched,Intel HD 615 Graphics
Core i7-820QM,4,8,1.733 GHz,3.067 GHz,,1MB,45.0,Socket G1,Core i7 Mobile,8MB,,2009.0,4.0,8.0,3.06,1.73,45.0,Intel Smart Cache,8.0,45.0,Discontinued,
Core i7-840QM,4,8,1.867 GHz,3.2 GHz,,1MB,45.0,Socket G1,Core i7 Mobile,8MB,,2010.0,4.0,8.0,3.2,1.86,45.0,Intel Smart Cache,8.0,45.0,Discontinued,
Core i7-8500Y,2,4,1.5 GHz,4.2 GHz,,512KB,5.0,BGA1515,Core i7 Mobile,4MB,,2019.0,2.0,4.0,4.2,1.5,5.0,Intel Smart Cache,4.0,14.0,Launched,Intel UHD 615 Graphics
Core i7-8510Y,2,4,1.8 GHz,4.3 GHz,,512KB,7.0,BGA1515,Core i7 Mobile,4MB,,,,,,,,,,,,
Core i7-8550U,4,8,1.8 GHz,4 GHz,,1MB,15.0,BGA1356,Core i7 Mobile,8MB,,2017.0,4.0,8.0,4.0,1.8,15.0,Intel Smart Cache,8.0,14.0,Launched,Intel UHD 620 Graphics
Core i7-8557U,4,8,1.7 GHz,4.5 GHz,,1MB,15.0,BGA1528,Core i7 Mobile,8MB,,2019.0,4.0,8.0,4.5,1.7,15.0,Intel Smart Cache,8.0,14.0,Launched,Intel Iris Plus Graphics 645
Core i7-8559U,4,8,2.7 GHz,4.5 GHz,,1MB,28.0,BGA1528,Core i7 Mobile,8MB,,2018.0,4.0,8.0,4.5,2.7,28.0,Intel Smart Cache,8.0,14.0,Launched,Intel Iris Plus Graphics 655
Core i7-8565U,4,8,1.8 GHz,4.6 GHz,,1MB,15.0,BGA1528,Core i7 Mobile,8MB,,2018.0,4.0,8.0,4.6,1.8,15.0,Intel Smart Cache,8.0,14.0,Launched,Intel UHD Graphics for 8th Generation Intel Core Processors
Core i7-8569U,4,8,2.8 GHz,4.7 GHz,,1MB,28.0,BGA1528,Core i7 Mobile,8MB,,2019.0,4.0,8.0,4.7,2.8,28.0,Intel Smart Cache,8.0,14.0,Launched,Intel Iris Plus Graphics 655
Core i7-8650U,4,8,1.9 GHz,4.2 GHz,,1MB,15.0,BGA1356,Core i7 Mobile,8MB,,2017.0,4.0,8.0,4.2,1.9,15.0,Intel Smart Cache,8.0,14.0,Launched,Intel UHD 620 Graphics
Core i7-8665U,4,8,1.9 GHz,4.8 GHz,,1MB,15.0,BGA1528,Core i7 Mobile,8MB,,2019.0,4.0,8.0,4.8,1.9,15.0,Intel Smart Cache,8.0,14.0,Launched,Intel UHD Graphics for 8th Generation Intel Core Processors
Core i7-8665UE,4,8,1.7 GHz,4.4 GHz,,1MB,15.0,BGA1528,Core i7 Mobile,8MB,,2019.0,4.0,8.0,4.4,1.7,15.0,Intel Smart Cache,8.0,14.0,Launched,Intel UHD 620 Graphics
