Model / Part,Cores,Threads,Freq.,Turbo freq.,FSB (MHz),L2 cache,TDP (Watt),Socket,Category,L3 cache,L1 cache,releaseDate,cores,threads,maxTurboClock,baseClock,cache,cacheInfo,TDP,lith,status,integratedG
Core i3-8100F,4,4,3.6 GHz,,,1MB,65.0,Socket 1151,Core i3,6MB,,,,,,,,,,,,
Core i3-8100T,4,4,3.1 GHz,,,1MB,35.0,Socket 1151,Core i3,6MB,,2018.0,4.0,4.0,,3.1,35.0,Intel Smart Cache,6.0,14.0,Launched,Intel UHD 630 Graphics
Core i3-8300,4,4,3.7 GHz,,,1MB,62.0,Socket 1151,Core i3,8MB,,2018.0,4.0,4.0,,3.7,62.0,Intel Smart Cache,8.0,14.0,Discontinued,Intel UHD 630 Graphics
Core i3-8300T,4,4,3.2 GHz,,,1MB,35.0,Socket 1151,Core i3,8MB,,2018.0,4.0,4.0,,3.2,35.0,Intel Smart Cache,8.0,14.0,Discontinued,Intel UHD 630 Graphics
Core i3-8350K,4,4,4 GHz,,,1MB,91.0,Socket 1151,Core i3,8MB,,,,,,,,,,,,
Core i3-9100,4,4,3.6 GHz,4.2 GHz,,1MB,65.0,Socket 1151,Core i3,6MB,,2019.0,4.0,4.0,4.2,3.6,65.0,Intel Smart Cache,6.0,14.0,Launched,Intel UHD 630 Graphics
Core i3-9100E,4,4,3.1 GHz,3.7 GHz,,1MB,65.0,Socket 1151,Core i3,6MB,,2019.0,4.0,4.0,3.7,3.1,65.0,,6.0,14.0,Launched,Intel UHD 630 Graphics
Core i3-9100F,4,4,3.6 GHz,4.2 GHz,,1MB,65.0,Socket 1151,Core i3,6MB,,2019.0,4.0,4.0,4.2,3.6,65.0,Intel Smart Cache,6.0,14.0,Launched,
Core i3-9100T,4,4,3.1 GHz,3.7 GHz,,1MB,35.0,Socket 1151,Core i3,6MB,,2019.0,4.0,4.0,3.7,3.1,35.0,Intel Smart Cache,6.0,14.0,Launched,Intel UHD 630 Graphics
Core i3-9100TE,4,4,2.2 GHz,3.2 GHz,,1MB,35.0,Socket 1151,Core i3,6MB,,2019.0,4.0,4.0,3.2,2.2,35.0,,6.0,14.0,Launched,Intel UHD 630 Graphics
Core i3-9300,4,4,3.7 GHz,4.3 GHz,,1MB,62.0,Socket 1151,Core i3,8MB,,2019.0,4.0,4.0,4.3,3.7,62.0,Intel Smart Cache,8.0,14.0,Launched,Intel UHD 630 Graphics
Core i3-9300T,4,4,3.2 GHz,3.8 GHz,,1MB,35.0,Socket 1151,Core i3,8MB,,2019.0,4.0,4.0,3.8,3.2,35.0,Intel Smart Cache,8.0,14.0,Launched,Intel UHD 630 Graphics
Core i3-9320,4,4,3.7 GHz,4.4 GHz,,1MB,62.0,Socket 1151,Core i3,8MB,,2019.0,4.0,4.0,4.4,3.7,62.0,Intel Smart Cache,8.0,14.0,Launched,Intel UHD 630 Graphics
Core i3-9350K,4,4,4 GHz,4.6 GHz,,1MB,91.0,Socket 1151,Core i3,8MB,,2019.0,4.0,4.0,4.6,4.0,91.0,Intel Smart Cache,8.0,14.0,Launched,Intel UHD 630 Graphics
Core i3-9350KF,4,4,4 GHz,4.6 GHz,,1MB,91.0,Socket 1151,Core i3,8MB,,2019.0,4.0,4.0,4.6,4.0,91.0,Intel Smart Cache,8.0,14.0,Launched,
Core i3-1000G1,2,4,1.1 GHz,3.2 GHz,,1MB,9.0,BGA1377,Core i3 Mobile,4MB,,2019.0,2.0,4.0,3.2,1.1,9.0,Intel Smart Cache,4.0,10.0,Launched,Intel UHD Graphics for 10th Gen Intel Core Processors
Core i3-1000G4,2,4,1.1 GHz,3.2 GHz,,1MB,9.0,BGA1377,Core i3 Mobile,4MB,,2019.0,2.0,4.0,3.2,1.1,9.0,Intel Smart Cache,4.0,10.0,Launched,Intel Iris Plus Graphics
Core i3-1005G1,2,4,1.2 GHz,3.4 GHz,,1MB,15.0,BGA1526,Core i3 Mobile,4MB,,2019.0,2.0,4.0,3.4,1.2,15.0,Intel Smart Cache,4.0,10.0,Launched,Intel UHD Graphics for 10th Gen Intel Core Processors
Core i3-10110U,2,4,2.1 GHz,4.1 GHz,,512KB,15.0,BGA1528,Core i3 Mobile,4MB,,2019.0,2.0,4.0,4.1,2.1,15.0,Intel Smart Cache,4.0,14.0,Launched,Intel UHD Graphics for 10th Gen Intel Core Processors
Core i3-10110Y,2,4,1 GHz,4 GHz,,512KB,7.0,BGA1377,Core i3 Mobile,4MB,,2019.0,2.0,4.0,4.0,1.0,7.0,Intel Smart Cache,4.0,14.0,Launched,Intel UHD Graphics for 10th Gen Intel Core Processors
Core i3-2308M,2,4,2.1 GHz,,,512KB,35.0,Socket G2,Core i3 Mobile,3MB,,,,,,,,,,,,
Core i3-2310E,2,4,2.1 GHz,,,512KB,35.0,BGA1023,Core i3 Mobile,3MB,,2011.0,2.0,4.0,,2.1,35.0,Intel Smart Cache,3.0,32.0,Discontinued,Intel HD 3000 Graphics
Core i3-2310M,2,4,2.1 GHz,,,512KB,35.0,BGA1023,Core i3 Mobile,3MB,,,,,,,,,,,,
Core i3-2310M,2,4,2.1 GHz,,,512KB,35.0,Socket G2,Core i3 Mobile,3MB,,,,,,,,,,,,
Core i3-2312M,2,4,2.1 GHz,,,512KB,35.0,Socket G2,Core i3 Mobile,3MB,,2011.0,2.0,4.0,,2.1,35.0,Intel Smart Cache,3.0,32.0,Discontinued,Intel HD 3000 Graphics
Core i3-2328M,2,4,2.2 GHz,,,512KB,35.0,Socket G2,Core i3 Mobile,3MB,,2012.0,2.0,4.0,,2.2,35.0,,3.0,32.0,Discontinued,Intel HD 3000 Graphics
Core i3-2330E,2,4,2.2 GHz,,,512KB,35.0,Socket G2,Core i3 Mobile,3MB,,2011.0,2.0,4.0,,2.2,35.0,Intel Smart Cache,3.0,32.0,Discontinued,Intel HD 3000 Graphics
Core i3-2330M,2,4,2.2 GHz,,,512KB,35.0,BGA1023,Core i3 Mobile,3MB,,2011.0,2.0,4.0,,2.2,35.0,L3 Cache,3.0,32.0,Discontinued,Intel HD 3000 Graphics
Core i3-2330M,2,4,2.2 GHz,,,512KB,35.0,Socket G2,Core i3 Mobile,3MB,,2011.0,2.0,4.0,,2.2,35.0,L3 Cache,3.0,32.0,Discontinued,Intel HD 3000 Graphics
Core i3-2332M,2,4,2.2 GHz,,,512KB,35.0,Socket G2,Core i3 Mobile,3MB,,,,,,,,,,,,
Core i3-2340UE,2,4,1.3 GHz,,,512KB,17.0,BGA1023,Core i3 Mobile,3MB,,2011.0,2.0,4.0,,1.3,17.0,Intel Smart Cache,3.0,32.0,Discontinued,Intel HD 3000 Graphics
Core i3-2348M,2,4,2.3 GHz,,,512KB,35.0,Socket G2,Core i3 Mobile,3MB,,2013.0,2.0,4.0,,2.3,35.0,Intel Smart Cache,3.0,32.0,Discontinued,Intel HD 3000 Graphics
Core i3-2350M,2,4,2.3 GHz,,,512KB,35.0,BGA1023,Core i3 Mobile,3MB,,2011.0,2.0,4.0,,2.3,35.0,Intel Smart Cache,3.0,32.0,Discontinued,Intel HD 3000 Graphics
Core i3-2350M,2,4,2.3 GHz,,,512KB,35.0,Socket G2,Core i3 Mobile,3MB,,2011.0,2.0,4.0,,2.3,35.0,Intel Smart Cache,3.0,32.0,Discontinued,Intel HD 3000 Graphics
Core i3-2357M,2,4,1.3 GHz,,,512KB,17.0,BGA1023,Core i3 Mobile,3MB,,,,,,,,,,,,
Core i3-2365M,2,4,1.4 GHz,,,512KB,17.0,BGA1023,Core i3 Mobile,3MB,,2012.0,2.0,4.0,,1.4,17.0,Intel Smart Cache,3.0,32.0,Discontinued,Yes (Name Unknown)
Core i3-2367M,2,4,1.4 GHz,,,512KB,17.0,BGA1023,Core i3 Mobile,3MB,,2011.0,2.0,4.0,,1.4,17.0,Intel Smart Cache,3.0,32.0,Discontinued,Intel HD 3000 Graphics
Core i3-2370M,2,4,2.4 GHz,,,512KB,35.0,BGA1023,Core i3 Mobile,3MB,,2012.0,2.0,4.0,,2.4,35.0,Intel Smart Cache,3.0,32.0,Discontinued,Intel HD 3000 Graphics
Core i3-2370M,2,4,2.4 GHz,,,512KB,35.0,Socket G2,Core i3 Mobile,3MB,,2012.0,2.0,4.0,,2.4,35.0,Intel Smart Cache,3.0,32.0,Discontinued,Intel HD 3000 Graphics
Core i3-2375M,2,4,1.5 GHz,,,512KB,17.0,BGA1023,Core i3 Mobile,3MB,,2013.0,2.0,4.0,,1.5,17.0,Intel Smart Cache,3.0,32.0,Discontinued,Yes (Name Unknown)
Core i3-2377M,2,4,1.5 GHz,,,512KB,17.0,BGA1023,Core i3 Mobile,3MB,,2012.0,2.0,4.0,,1.5,17.0,Intel Smart Cache,3.0,32.0,Discontinued,Yes (Name Unknown)
Core i3-3110M,2,4,2.4 GHz,,,512KB,35.0,BGA1023,Core i3 Mobile,3MB,,2012.0,2.0,4.0,,2.4,35.0,Intel Smart Cache,3.0,22.0,Discontinued,Intel HD 4000 Graphics
Core i3-3110M,2,4,2.4 GHz,,,512KB,35.0,Socket G2,Core i3 Mobile,3MB,,2012.0,2.0,4.0,,2.4,35.0,Intel Smart Cache,3.0,22.0,Discontinued,Intel HD 4000 Graphics
Core i3-3120M,2,4,2.5 GHz,,,512KB,35.0,BGA1023,Core i3 Mobile,3MB,,2012.0,2.0,4.0,,2.5,35.0,Intel Smart Cache,3.0,22.0,Discontinued,Intel HD 4000 Graphics
Core i3-3120M,2,4,2.5 GHz,,,512KB,35.0,Socket G2,Core i3 Mobile,3MB,,2012.0,2.0,4.0,,2.5,35.0,Intel Smart Cache,3.0,22.0,Discontinued,Intel HD 4000 Graphics
Core i3-3120ME,2,4,2.4 GHz,,,512KB,35.0,BGA1023,Core i3 Mobile,3MB,,2012.0,2.0,4.0,,2.4,35.0,Intel Smart Cache,3.0,22.0,Launched,Intel HD 4000 Graphics
Core i3-3120ME,2,4,2.4 GHz,,,512KB,35.0,Socket G2,Core i3 Mobile,3MB,,2012.0,2.0,4.0,,2.4,35.0,Intel Smart Cache,3.0,22.0,Launched,Intel HD 4000 Graphics
Core i3-3130M,2,4,2.6 GHz,,,512KB,35.0,BGA1023,Core i3 Mobile,3MB,,2013.0,2.0,4.0,,2.6,35.0,Intel Smart Cache,3.0,22.0,Discontinued,Intel HD 4000 Graphics
Core i3-3130M,2,4,2.6 GHz,,,512KB,35.0,Socket G2,Core i3 Mobile,3MB,,2013.0,2.0,4.0,,2.6,35.0,Intel Smart Cache,3.0,22.0,Discontinued,Intel HD 4000 Graphics
Core i3-3217U,2,4,1.8 GHz,,,512KB,17.0,BGA1023,Core i3 Mobile,3MB,,2012.0,2.0,4.0,,1.8,17.0,Intel Smart Cache,3.0,22.0,Discontinued,Intel HD 4000 Graphics
Core i3-3217UE,2,4,1.6 GHz,,,512KB,17.0,BGA1023,Core i3 Mobile,3MB,,2012.0,2.0,4.0,,1.6,17.0,Intel Smart Cache,3.0,22.0,Launched,Intel HD 4000 Graphics
Core i3-3227U,2,4,1.9 GHz,,,512KB,17.0,BGA1023,Core i3 Mobile,3MB,,2013.0,2.0,4.0,,1.9,17.0,Intel Smart Cache,3.0,22.0,Discontinued,Intel HD 4000 Graphics
Core i3-3229Y,2,4,1.4 GHz,,,512KB,13.0,BGA1023,Core i3 Mobile,3MB,,,,,,,,,,,,
Core i3-330E,2,4,2.133 GHz,,,512KB,35.0,BGA1288,Core i3 Mobile,3MB,,2010.0,2.0,4.0,,2.13,35.0,Intel Smart Cache,3.0,32.0,Discontinued,Intel HD Graphics for Previous Gen Intel Processors
Core i3-330M,2,4,2.133 GHz,,,512KB,35.0,BGA1288,Core i3 Mobile,3MB,,2010.0,2.0,4.0,,2.13,35.0,Intel Smart Cache,3.0,32.0,Discontinued,Intel HD Graphics for Previous Gen Intel Processors
Core i3-330M,2,4,2.133 GHz,,,512KB,35.0,Socket G1,Core i3 Mobile,3MB,,2010.0,2.0,4.0,,2.13,35.0,Intel Smart Cache,3.0,32.0,Discontinued,Intel HD Graphics for Previous Gen Intel Processors
Core i3-330UM,2,4,1.2 GHz,,,512KB,18.0,BGA1288,Core i3 Mobile,3MB,,2010.0,2.0,4.0,,1.2,18.0,Intel Smart Cache,3.0,32.0,Discontinued,Intel HD Graphics for Previous Gen Intel Processors
Core i3-350M,2,4,2.267 GHz,,,512KB,35.0,BGA1288,Core i3 Mobile,3MB,,2010.0,2.0,4.0,,2.26,35.0,Intel Smart Cache,3.0,32.0,Discontinued,Intel HD Graphics for Previous Gen Intel Processors
Core i3-350M,2,4,2.267 GHz,,,512KB,35.0,Socket G1,Core i3 Mobile,3MB,,2010.0,2.0,4.0,,2.26,35.0,Intel Smart Cache,3.0,32.0,Discontinued,Intel HD Graphics for Previous Gen Intel Processors
Core i3-370M,2,4,2.4 GHz,,,512KB,35.0,BGA1288,Core i3 Mobile,3MB,,2010.0,2.0,4.0,,2.4,35.0,Intel Smart Cache,3.0,32.0,Discontinued,Intel HD Graphics for Previous Gen Intel Processors
Core i3-370M,2,4,2.4 GHz,,,512KB,35.0,Socket G1,Core i3 Mobile,3MB,,2010.0,2.0,4.0,,2.4,35.0,Intel Smart Cache,3.0,32.0,Discontinued,Intel HD Graphics for Previous Gen Intel Processors
Core i3-380M,2,4,2.533 GHz,,,512KB,35.0,BGA1288,Core i3 Mobile,3MB,,2010.0,2.0,4.0,,2.53,35.0,Intel Smart Cache,3.0,32.0,Discontinued,Intel HD Graphics for Previous Gen Intel Processors
Core i3-380M,2,4,2.533 GHz,,,512KB,35.0,Socket G1,Core i3 Mobile,3MB,,2010.0,2.0,4.0,,2.53,35.0,Intel Smart Cache,3.0,32.0,Discontinued,Intel HD Graphics for Previous Gen Intel Processors
Core i3-380UM,2,4,1.333 GHz,,,512KB,18.0,BGA1288,Core i3 Mobile,3MB,,2010.0,2.0,4.0,,1.33,18.0,Intel Smart Cache,3.0,32.0,Discontinued,Intel HD Graphics for Previous Gen Intel Processors
Core i3-390M,2,4,2.667 GHz,,,512KB,35.0,BGA1288,Core i3 Mobile,3MB,,2011.0,2.0,4.0,,2.66,35.0,Intel Smart Cache,3.0,32.0,Discontinued,Intel HD Graphics for Previous Gen Intel Processors
Core i3-390M,2,4,2.667 GHz,,,512KB,35.0,Socket G1,Core i3 Mobile,3MB,,2011.0,2.0,4.0,,2.66,35.0,Intel Smart Cache,3.0,32.0,Discontinued,Intel HD Graphics for Previous Gen Intel Processors
Core i3-4000M,2,4,2.4 GHz,,,512KB,37.0,Socket G3,Core i3 Mobile,3MB,,2013.0,2.0,4.0,,2.4,37.0,Intel Smart Cache,3.0,22.0,Discontinued,Intel HD 4600 Graphics
Core i3-4005U,2,4,1.7 GHz,,,512KB,15.0,BGA1168,Core i3 Mobile,3MB,,,,,,,,,,,,
Core i3-4010M (1),2,4,2.5 GHz,,,512KB,37.0,Socket G3,Core i3 Mobile,3MB,,,,,,,,,,,,
Core i3-4010U,2,4,1.7 GHz,,,512KB,15.0,BGA1168,Core i3 Mobile,3MB,,2013.0,2.0,4.0,,1.7,15.0,Intel Smart Cache,3.0,22.0,Launched,Intel HD 4400 Graphics
Core i3-4010Y,2,4,1.3 GHz,,,512KB,11.5,BGA1168,Core i3 Mobile,3MB,,2013.0,2.0,4.0,,1.3,11.5,Intel Smart Cache,3.0,22.0,Discontinued,Intel HD 4200 Graphics
Core i3-4012Y,2,4,1.5 GHz,,,512KB,11.5,BGA1168,Core i3 Mobile,3MB,,2013.0,2.0,4.0,,1.5,11.5,Intel Smart Cache,3.0,22.0,Discontinued,Intel HD 4200 Graphics
Core i3-4020Y,2,4,1.5 GHz,,,512KB,11.5,BGA1168,Core i3 Mobile,3MB,,2013.0,2.0,4.0,,1.5,11.5,Intel Smart Cache,3.0,22.0,Discontinued,Intel HD 4200 Graphics
Core i3-4025U,2,4,1.9 GHz,,,512KB,15.0,BGA1168,Core i3 Mobile,3MB,,2014.0,2.0,4.0,,1.9,15.0,Intel Smart Cache,3.0,22.0,Discontinued,Intel HD 4400 Graphics
Core i3-4030U,2,4,1.9 GHz,,,512KB,15.0,BGA1168,Core i3 Mobile,3MB,,2014.0,2.0,4.0,,1.9,15.0,Intel Smart Cache,3.0,22.0,Discontinued,Intel HD 4400 Graphics
Core i3-4030Y,2,4,1.6 GHz,,,512KB,11.5,BGA1168,Core i3 Mobile,3MB,,2014.0,2.0,4.0,,1.6,11.5,Intel Smart Cache,3.0,22.0,Discontinued,Intel HD 4200 Graphics
Core i3-4100E,2,4,2.4 GHz,,,512KB,37.0,BGA1364,Core i3 Mobile,3MB,,2013.0,2.0,4.0,,2.4,37.0,Intel Smart Cache,3.0,22.0,Launched,Intel HD 4600 Graphics
Core i3-4100M,2,4,2.5 GHz,,,512KB,37.0,Socket G3,Core i3 Mobile,3MB,,2013.0,2.0,4.0,,2.5,37.0,Intel Smart Cache,3.0,22.0,Discontinued,Intel HD 4600 Graphics
Core i3-4100U,2,4,1.8 GHz,,,512KB,15.0,BGA1168,Core i3 Mobile,3MB,,2013.0,2.0,4.0,,1.8,15.0,Intel Smart Cache,3.0,22.0,Discontinued,Intel HD 4400 Graphics
Core i3-4102E,2,4,1.6 GHz,,,512KB,25.0,BGA1364,Core i3 Mobile,3MB,,2013.0,2.0,4.0,,1.6,25.0,Intel Smart Cache,3.0,22.0,Launched,Intel HD 4600 Graphics
Core i3-4110E,2,4,2.6 GHz,,,512KB,37.0,BGA1364,Core i3 Mobile,3MB,,2014.0,2.0,4.0,,2.6,37.0,Intel Smart Cache,3.0,22.0,Launched,Intel HD 4600 Graphics
Core i3-4110M,2,4,2.6 GHz,,,512KB,37.0,Socket G3,Core i3 Mobile,3MB,,2014.0,2.0,4.0,,2.6,37.0,Intel Smart Cache,3.0,22.0,Discontinued,Intel HD 4600 Graphics
Core i3-4112E,2,4,1.8 GHz,,,512KB,25.0,BGA1364,Core i3 Mobile,3MB,,2014.0,2.0,4.0,,1.8,25.0,Intel Smart Cache,3.0,22.0,Launched,Intel HD 4600 Graphics
Core i3-4120U,2,4,2 GHz,,,512KB,15.0,BGA1168,Core i3 Mobile,3MB,,2014.0,2.0,4.0,,2.0,15.0,,3.0,22.0,Discontinued,Intel HD 4400 Graphics
Core i3-4158U,2,4,2 GHz,,,512KB,28.0,BGA1168,Core i3 Mobile,3MB,,2013.0,2.0,4.0,,2.0,28.0,Intel Smart Cache,3.0,22.0,Discontinued,Intel Iris 5100 Graphics
Core i3-5005U,2,4,2 GHz,,,512KB,15.0,BGA1168,Core i3 Mobile,3MB,,2015.0,2.0,4.0,,2.0,15.0,,3.0,14.0,Launched,Intel HD 5500 Graphics
Core i3-5010U,2,4,2.1 GHz,,,512KB,15.0,BGA1168,Core i3 Mobile,3MB,,2015.0,2.0,4.0,,2.1,15.0,,3.0,14.0,Launched,Intel HD 5500 Graphics
Core i3-5015U,2,4,2.1 GHz,,,512KB,15.0,BGA1168,Core i3 Mobile,3MB,,2015.0,2.0,4.0,,2.1,15.0,,3.0,14.0,Discontinued,Intel HD 5500 Graphics
Core i3-5020U,2,4,2.2 GHz,,,512KB,15.0,BGA1168,Core i3 Mobile,3MB,,2015.0,2.0,4.0,,2.2,15.0,,3.0,14.0,Discontinued,Intel HD 5500 Graphics
Core i3-5157U,2,4,2.5 GHz,,,512KB,28.0,BGA1168,Core i3 Mobile,3MB,,2015.0,2.0,4.0,,2.5,28.0,,3.0,14.0,Discontinued,Intel Iris 6100 Graphics
Core i3-6006U,2,4,2 GHz,,,512KB,15.0,BGA1356,Core i3 Mobile,3MB,,2016.0,2.0,4.0,,2.0,15.0,Intel Smart Cache,3.0,14.0,Discontinued,Intel HD 520 Graphics
Core i3-6100E,2,4,2.7 GHz,,,512KB,35.0,BGA1440,Core i3 Mobile,3MB,,2015.0,2.0,4.0,,2.7,35.0,Intel Smart Cache,3.0,14.0,Launched,Intel HD 530 Graphics
Core i3-6100H,2,4,2.7 GHz,,,512KB,35.0,BGA1440,Core i3 Mobile,3MB,,2015.0,2.0,4.0,,2.7,35.0,Intel Smart Cache,3.0,14.0,Discontinued,Intel HD 530 Graphics
Core i3-6100U,2,4,2.3 GHz,,,512KB,15.0,BGA1356,Core i3 Mobile,3MB,,2015.0,2.0,4.0,,2.3,15.0,Intel Smart Cache,3.0,14.0,Launched,Intel HD 520 Graphics
Core i3-6102E,2,4,1.9 GHz,,,512KB,25.0,BGA1440,Core i3 Mobile,3MB,,2015.0,2.0,4.0,,1.9,25.0,Intel Smart Cache,3.0,14.0,Launched,Intel HD 530 Graphics
Core i3-6157U,2,4,2.4 GHz,,,512KB,28.0,BGA1356,Core i3 Mobile,3MB,,2016.0,2.0,4.0,,2.4,28.0,Intel Smart Cache,3.0,14.0,Discontinued,Intel Iris 550 Graphics
Core i3-6167U,2,4,2.7 GHz,,,512KB,28.0,BGA1356,Core i3 Mobile,3MB,,2015.0,2.0,4.0,,2.7,28.0,Intel Smart Cache,3.0,14.0,Discontinued,Intel Iris 550 Graphics
Core i3-7007U (1),2,4,2.1 GHz,,,512KB,15.0,BGA1356,Core i3 Mobile,3MB,,,,,,,,,,,,
Core i3-7020U,2,4,2.3 GHz,,,512KB,15.0,BGA1356,Core i3 Mobile,3MB,,2018.0,2.0,4.0,,2.3,15.0,Intel Smart Cache,3.0,14.0,Launched,Intel HD 620 Graphics
Core i3-7100H,2,4,3 GHz,,,512KB,35.0,BGA1440,Core i3 Mobile,3MB,,2017.0,2.0,4.0,,3.0,35.0,,3.0,14.0,Launched,Intel HD 630 Graphics
Core i3-7100U,2,4,2.4 GHz,,,512KB,15.0,BGA1356,Core i3 Mobile,3MB,,2016.0,2.0,4.0,,2.4,15.0,Intel Smart Cache,3.0,14.0,Launched,Intel HD 620 Graphics
Core i3-7110U (1),2,4,2.6 GHz,,,512KB,15.0,BGA1356,Core i3 Mobile,3MB,,,,,,,,,,,,
Core i3-7130U,2,4,2.7 GHz,,,512KB,15.0,BGA1356,Core i3 Mobile,3MB,,2017.0,2.0,4.0,,2.7,15.0,Intel Smart Cache,3.0,14.0,Launched,Intel HD 620 Graphics
Core i3-7167U,2,4,2.8 GHz,,,512KB,28.0,BGA1356,Core i3 Mobile,3MB,,2017.0,2.0,4.0,,2.8,28.0,,3.0,14.0,Launched,Intel Iris Plus 650 Graphics
Core i3-8100B,4,4,3.6 GHz,,,1MB,65.0,BGA1440,Core i3 Mobile,6MB,,2018.0,4.0,4.0,,3.6,65.0,Intel Smart Cache,6.0,14.0,Launched,Intel UHD 630 Graphics
Core i3-8100H,4,4,3 GHz,,,1MB,45.0,BGA1440,Core i3 Mobile,6MB,,2018.0,4.0,4.0,,3.0,45.0,Intel Smart Cache,6.0,14.0,Launched,Intel UHD 630 Graphics
Core i3-8109U,2,4,3 GHz,3.6 GHz,,512KB,28.0,BGA1528,Core i3 Mobile,4MB,,2018.0,2.0,4.0,3.6,3.0,28.0,Intel Smart Cache,4.0,14.0,Launched,Intel Iris Plus Graphics 655
Core i3-8121U,2,4,2.2 GHz,3.2 GHz,,,15.0,BGA,Core i3 Mobile,4MB,,,,,,,,,,,,
Core i3-8130U,2,4,2.2 GHz,3.4 GHz,,512KB,15.0,BGA1356,Core i3 Mobile,4MB,,2018.0,2.0,4.0,3.4,2.2,15.0,Intel Smart Cache,4.0,14.0,Launched,Intel UHD 620 Graphics
Core i3-8145U,2,4,2.1 GHz,3.9 GHz,,512KB,15.0,BGA1528,Core i3 Mobile,4MB,,2018.0,2.0,4.0,3.9,2.1,15.0,Intel Smart Cache,4.0,14.0,Launched,Intel UHD Graphics for 8th Gen Intel Processors
Core i3-8145UE,2,4,2.2 GHz,3.9 GHz,,512KB,15.0,BGA1528,Core i3 Mobile,4MB,,2019.0,2.0,4.0,3.9,2.2,15.0,Intel Smart Cache,4.0,14.0,Launched,Intel UHD 620 Graphics
Core i3-9100HL,4,4,1.6 GHz,2.9 GHz,,1MB,25.0,BGA1440,Core i3 Mobile,6MB,,2019.0,4.0,4.0,2.9,1.6,25.0,,6.0,14.0,Launched,Intel UHD 630 Graphics
Core i5-2300,4,4,2.8 GHz,3.1 GHz,,1MB,95.0,Socket 1155,Core i5,6MB,,2011.0,4.0,4.0,3.1,2.8,95.0,Intel Smart Cache,6.0,32.0,Discontinued,Intel HD 2000 Graphics
Core i5-2310,4,4,2.9 GHz,3.2 GHz,,1MB,95.0,Socket 1155,Core i5,6MB,,2011.0,4.0,4.0,3.2,2.9,95.0,Intel Smart Cache,6.0,32.0,Discontinued,Intel HD 2000 Graphics
Core i5-2320,4,4,3 GHz,3.3 GHz,,1MB,95.0,Socket 1155,Core i5,6MB,,2011.0,4.0,4.0,3.3,3.0,95.0,Intel Smart Cache,6.0,32.0,Discontinued,Intel HD 2000 Graphics
Core i5-2380P,4,4,3.1 GHz,3.4 GHz,,1MB,95.0,Socket 1155,Core i5,6MB,,2012.0,4.0,4.0,3.4,3.1,95.0,Intel Smart Cache,6.0,32.0,Discontinued,Yes (Name Unknown)
Core i5-2390T,2,4,2.7 GHz,3.5 GHz,,512KB,35.0,Socket 1155,Core i5,3MB,,2011.0,2.0,4.0,3.5,2.7,35.0,Intel Smart Cache,3.0,32.0,Discontinued,Intel HD 2000 Graphics
Core i5-2400,4,4,3.1 GHz,3.4 GHz,,1MB,95.0,Socket 1155,Core i5,6MB,,2011.0,4.0,4.0,3.4,3.1,95.0,Intel Smart Cache,6.0,32.0,Discontinued,Intel HD 2000 Graphics
Core i5-2400S,4,4,2.5 GHz,3.3 GHz,,1MB,65.0,Socket 1155,Core i5,6MB,,2011.0,4.0,4.0,3.3,2.5,65.0,Intel Smart Cache,6.0,32.0,Discontinued,Intel HD 2000 Graphics
Core i5-2405S,4,4,2.5 GHz,3.3 GHz,,1MB,65.0,Socket 1155,Core i5,6MB,,2011.0,4.0,4.0,3.3,2.5,65.0,Intel Smart Cache,6.0,32.0,Discontinued,Intel HD 3000 Graphics
Core i5-2450P,4,4,3.2 GHz,3.5 GHz,,1MB,95.0,Socket 1155,Core i5,6MB,,2012.0,4.0,4.0,3.5,3.2,95.0,Intel Smart Cache,6.0,32.0,Discontinued,Yes (Name Unknown)
Core i5-2500,4,4,3.3 GHz,3.7 GHz,,1MB,95.0,Socket 1155,Core i5,6MB,,2011.0,4.0,4.0,3.7,3.3,95.0,Intel Smart Cache,6.0,32.0,Discontinued,Intel HD 2000 Graphics
Core i5-2500K,4,4,3.3 GHz,3.7 GHz,,1MB,95.0,Socket 1155,Core i5,6MB,,2011.0,4.0,4.0,3.7,3.3,95.0,Intel Smart Cache,6.0,32.0,Discontinued,Intel HD 3000 Graphics
Core i5-2500S,4,4,2.7 GHz,3.7 GHz,,1MB,65.0,Socket 1155,Core i5,6MB,,2011.0,4.0,4.0,3.7,2.7,65.0,Intel Smart Cache,6.0,32.0,Discontinued,Intel HD 2000 Graphics
Core i5-2500T,4,4,2.3 GHz,3.3 GHz,,1MB,45.0,Socket 1155,Core i5,6MB,,2011.0,4.0,4.0,3.3,2.3,45.0,Intel Smart Cache,6.0,32.0,Discontinued,Intel HD 2000 Graphics
Core i5-2550K,4,4,3.4 GHz,3.8 GHz,,1MB,95.0,Socket 1155,Core i5,6MB,,2012.0,4.0,4.0,3.8,3.4,95.0,Intel Smart Cache,6.0,32.0,Discontinued,Yes (Name Unknown)
Core i5-3330,4,4,3 GHz,3.2 GHz,,1MB,77.0,Socket 1155,Core i5,6MB,,2012.0,4.0,4.0,3.2,3.0,77.0,Intel Smart Cache,6.0,22.0,Discontinued,Intel HD 2500 Graphics
Core i5-3330S,4,4,2.7 GHz,3.2 GHz,,1MB,65.0,Socket 1155,Core i5,6MB,,2012.0,4.0,4.0,3.2,2.7,65.0,Intel Smart Cache,6.0,22.0,Discontinued,Intel HD 2500 Graphics
